element_type,osmid,geometry,natural,barrier,name,wheelchair,access,opening_hours,operator,website,leisure,addr:city,addr:housenumber,addr:postcode,addr:street,operator:type,nodes,source,source:position,name:etymology:wikidata,name:etymology:wikipedia,wikidata,wikipedia,landuse,dog,lit,surface,leaf_type,place,note,loc_name,start_date,fixme,ways,type
way,218976768,"POLYGON ((8.2645698 49.9988983, 8.2645246 49.9989481, 8.2646506 49.9989943, 8.2646376 49.999009, 8.2648726 49.9990951, 8.2651208 49.9991867, 8.2652332 49.9992287, 8.26527 49.9991873, 8.2653807 49.9990639, 8.2653908 49.9990512, 8.2658195 49.9993122, 8.2660141 49.9991996, 8.2657389 49.9990359, 8.2658579 49.9989539, 8.2659402 49.9990032, 8.266231 49.9988027, 8.2661087 49.9987294, 8.2660863 49.9986922, 8.2659605 49.9986191, 8.266246 49.9984239, 8.2662076 49.9984302, 8.265757 49.9985046, 8.2657069 49.9985134, 8.2648922 49.9986712, 8.2643195 49.9988001, 8.2645553 49.9988926, 8.2645698 49.9988983))",,,Romano-Guardini-Platz,,,,,,park,,,,,,"[2281829389, 2281829395, 2281829391, 263686273, 263686272, 5851094004, 2281829387, 5851094021, 5851094020, 2281829397, 2281829400, 2281829388, 263686504, 263686503, 263686511, 263686510, 263686509, 1740189961, 1740189970, 1740189965, 5795429880, 2281829393, 5795429879, 5795429878, 2281829398, 5795429881, 2281829389]",,,Q44872,,,,,,,,,square,,,,,,
way,233232806,"POLYGON ((8.1710877 49.9888417, 8.1713056 49.9889119, 8.1713815 49.9889106, 8.1713684 49.9889355, 8.1714626 49.9889546, 8.1715038 49.9888525, 8.1715362 49.9887666, 8.1711826 49.9887124, 8.171093 49.9888333, 8.1710877 49.9888417))",,,,limited,,,,,park,,,,,,"[8855418207, 4460681533, 8855418200, 8855418201, 2415860877, 8855418204, 2415860970, 2415860931, 8855418206, 8855418207]",,,,,,,,,,,,,,,,,,
way,234822824,"POLYGON ((8.2633738 50.0113249, 8.2637917 50.0111047, 8.2646286 50.0117446, 8.2647544 50.0119245, 8.2654694 50.0124963, 8.2654709 50.0125208, 8.2651661 50.0127152, 8.264287 50.0120768, 8.263307 50.0113593, 8.2633738 50.0113249))",,,Feldbergplatz,,,,,,park,,,,,,"[1748826370, 1269638318, 6534797478, 6534797477, 7787365805, 255326633, 2429520178, 6534797476, 6534797468, 1748826370]",,,Q677873,,Q2694354,de:Feldbergplatz,,,,,,,,,,,,
way,236704694,"POLYGON ((8.2685993 49.9980111, 8.2686229 49.9980174, 8.2687316 49.9978695, 8.2687019 49.9978622, 8.2686829 49.9978533, 8.2686703 49.9978407, 8.2686651 49.9978251, 8.2686674 49.9978088, 8.268675 49.9977991, 8.2686919 49.9977843, 8.2685167 49.9978784, 8.2684833 49.9978961, 8.268455 49.9979138, 8.2684365 49.9979361, 8.2684506 49.9979556, 8.2684957 49.9979808, 8.2685993 49.9980111))",,,,,,,,,park,,,,,,"[2446963965, 9310338163, 9310338161, 9310338164, 9310338166, 9310338160, 9310338167, 9310338159, 9310338165, 9310338162, 239968113, 5616705539, 5616705538, 5798466831, 5616705537, 2446963960, 2446963965]",,,,,,,,,,,,,,,,,,
way,237299072,"POLYGON ((8.2686514 50.0003901, 8.2685554 50.0002731, 8.2692064 49.999995, 8.2694124 49.9999078, 8.2696099 49.9998178, 8.269668 49.9997943, 8.2697168 49.9997896, 8.2697592 49.9997922, 8.269804 49.9998022, 8.2698314 49.9998145, 8.2698525 49.999831, 8.2698553 49.9998511, 8.269853 49.9998697, 8.2698394 49.9998945, 8.2698185 49.9999157, 8.2697887 49.9999346, 8.2694472 50.0000749, 8.2686768 50.0003822, 8.2686514 50.0003901))",,,,,,,,,park,,,,,,"[2450879868, 160522333, 2452217994, 1368677266, 160521809, 1424240374, 1885925161, 160521808, 1885925162, 1885925164, 160525169, 1885925168, 160516154, 1885925174, 160521807, 1424240375, 1368677270, 7796094696, 2450879868]",,,,,,,,,,,,,,,,,,
way,237911925,"POLYGON ((8.2645943 50.0074733, 8.2642853 50.0071947, 8.2651878 50.0067972, 8.2654733 50.0070931, 8.2645943 50.0074733))",,,117er Ehrenhof,,,,,,park,,,,,,"[2457837123, 2457837118, 2457837116, 2457837117, 2457837123]",,,,,,,,,,,,,,,,,,
way,239559745,"POLYGON ((8.2366178 49.9921017, 8.2367794 49.9921345, 8.2366489 49.9924, 8.2370638 49.9924843, 8.2374308 49.9925588, 8.2374538 49.992512, 8.2375859 49.9925388, 8.237437 49.9928418, 8.2371461 49.9927835, 8.2370846 49.9929086, 8.2370728 49.9929317, 8.2362896 49.9927696, 8.2366178 49.9921017))",,,Reaktorwiese,,,,,,park,,,,,,"[2473372767, 2473372771, 2473372778, 471072953, 1735302640, 1735302639, 471072998, 471072985, 2175095400, 2175095398, 2473372831, 2473372820, 2473372767]",,,,,,,,,,,,,,,,,,
way,253662688,"POLYGON ((8.2073011 50.008227, 8.2069978 50.0082237, 8.206745 50.0083243, 8.2065443 50.0086209, 8.2064721 50.0087293, 8.2065446 50.0087372, 8.2067183 50.0085884, 8.2069459 50.0083801, 8.2073087 50.0083057, 8.2073011 50.008227))",wood,,,,,,,,park,,,,,,"[2595620446, 2065156153, 2065156157, 2065156192, 2065156207, 2595620453, 2595620451, 2595620448, 2595620447, 2595620446]",,,,,,,,,,,,,,,,,,
way,283053840,"POLYGON ((8.2208993 50.0192508, 8.2208052 50.018886, 8.220747 50.018713, 8.2208179 50.0186939, 8.2209682 50.0189007, 8.221049 50.0192258, 8.2211867 50.0192547, 8.2219622 50.0192797, 8.2219958 50.0193772, 8.2220651 50.0193901, 8.2220188 50.0195762, 8.2218134 50.0200548, 8.2217066 50.0199627, 8.221623 50.0199543, 8.221522 50.0199443, 8.2215212 50.0199324, 8.2215194 50.0199063, 8.2215174 50.0198781, 8.2215639 50.0197972, 8.2214415 50.0196806, 8.2211455 50.0197859, 8.2208872 50.0197833, 8.2208993 50.0192508))",,,De-La-Roche-Anlage,,,,,,park,,,,,,"[2869723761, 2869723758, 2869723757, 2869723756, 2869723759, 2869723760, 2869723762, 2869723763, 8063081424, 8063081423, 2869723764, 2869723767, 8063081426, 1780555874, 8063081427, 9853344915, 9853344914, 8063081428, 8063081429, 2869723765, 8063081425, 2869723766, 2869723761]",,,,,,,,,,,,,,,,,,
way,304213889,"POLYGON ((8.2687246 49.996033, 8.2691939 49.9961428, 8.2692302 49.9961352, 8.2693467 49.996111, 8.2694825 49.9959522, 8.269565 49.9957932, 8.2695375 49.9957339, 8.2694256 49.9958084, 8.2694256 49.9958879, 8.2693667 49.9959964, 8.2691291 49.996052, 8.2690329 49.9960229, 8.2688581 49.9960128, 8.268758 49.9960154, 8.2687246 49.996033))",,,,,,,,,park,,,,,,"[3087403870, 3087403871, 4818454007, 3087403872, 3087403873, 3087403874, 3087403875, 3087403876, 3087403877, 3087403878, 3087403879, 3087403880, 3087403881, 3087403882, 3087403870]",,,,,,,,,,,,,,,,,,
way,313864750,"POLYGON ((8.2722821 49.9878449, 8.2728071 49.988674, 8.2734944 49.9885333, 8.2736196 49.9886673, 8.2743471 49.9888067, 8.2743649 49.9887687, 8.2745168 49.9884459, 8.2736414 49.9883093, 8.2735758 49.9882907, 8.2735325 49.9882507, 8.2731272 49.9875989, 8.2722821 49.9878449))",,,,,,,,,park,,,,,,"[3199066532, 5372071588, 5372071587, 5372071586, 5372071585, 5372071584, 3199066537, 3199066538, 3199066541, 3199066539, 3199066540, 3199066532]",,,,,,,,,,,,,,,,,,
way,318300572,"POLYGON ((8.1816829 49.9869668, 8.1817954 49.9871307, 8.182041 49.9870686, 8.1819273 49.9868989, 8.1816829 49.9869668))",,,,,,,,,park,,,,,,"[3246970863, 3246970864, 3246970865, 3246970867, 3246970863]",,,,,,,,,,,,,,,,,,
way,322318425,"POLYGON ((8.21223 50.0061068, 8.2119222 50.0060276, 8.2121076 50.00573, 8.2124154 50.0058092, 8.21223 50.0061068))",,,,,,,,,park,,,,,,"[3290908393, 3290908391, 3290908395, 3290908388, 3290908393]",,,,,,,,,,,,,,,,,,
way,325683887,"POLYGON ((8.1786557 49.9892144, 8.1787628 49.9891792, 8.1787464 49.9891388, 8.1787358 49.9891115, 8.1787158 49.9890862, 8.1786963 49.989069, 8.1786669 49.989052, 8.178623 49.9890331, 8.1785759 49.9890234, 8.1785228 49.9890179, 8.1784766 49.9890221, 8.178434 49.98903, 8.1783973 49.9890433, 8.178367 49.9890608, 8.178339 49.9890868, 8.1783227 49.9891074, 8.1783119 49.9891292, 8.1783049 49.9891522, 8.1783069 49.989177, 8.1783179 49.9892045, 8.1783345 49.9892289, 8.1783762 49.9892678, 8.1784189 49.9893013, 8.178494 49.9892749, 8.1784795 49.9892572, 8.1786412 49.9891968, 8.1786557 49.9892144))",,,,,,,,,park,,,,,,"[3323020676, 3323020677, 3323020678, 8857510424, 3323020679, 8857510423, 8857502113, 8857510422, 8857502114, 8857510421, 3323020680, 8857510420, 3323020681, 8857510419, 3323020682, 8857510418, 3323020683, 8857510417, 3323020684, 8857502116, 8857502111, 8857502115, 8857502112, 3323020685, 3323020686, 3323020687, 3323020676]",,,,,,,,,,,,,,,,,,
way,325689419,"POLYGON ((8.1787181 49.986851, 8.178673 49.9867137, 8.1786138 49.9866202, 8.1785565 49.9865753, 8.1785659 49.9864881, 8.1786197 49.9859212, 8.1786251 49.9858116, 8.1786194 49.9857262, 8.1785138 49.9855945, 8.1784049 49.9854331, 8.1781541 49.9855149, 8.1784201 49.9857117, 8.1784518 49.9858543, 8.1784224 49.9860166, 8.1783861 49.986277, 8.1783741 49.9864454, 8.1783493 49.9865878, 8.1782479 49.9866327, 8.1784187 49.986768, 8.1785559 49.9868915, 8.17868 49.9868605, 8.1787181 49.986851))",,,,,,,,,park,,,,,,"[3296504527, 8925896784, 8925896783, 8925896782, 3296504536, 8925896779, 8925896780, 3296504537, 3323057777, 3323057778, 3323057779, 3323057780, 8925896812, 8925896811, 3323057781, 3323057782, 3323057783, 3323057784, 8925896810, 3323057785, 8925897322, 3296504527]",,,,,,,,,,,,,,,,,,
way,337775460,"POLYGON ((8.1734758 49.986927, 8.1734523 49.9869063, 8.17344 49.9869003, 8.1722343 49.9867543, 8.1721093 49.9870441, 8.17334 49.9872195, 8.1734227 49.98713, 8.1733325 49.9870889, 8.1734758 49.986927))",,,Ehemaliger Friedhof,yes,,,,,park,,,,,,"[457522971, 457522965, 8856189657, 8856189660, 457522969, 3448323217, 3448323216, 3448323215, 457522971]",bing,,,,,,,,,,,,Dogs not allowed,,,,,
way,359177646,"POLYGON ((8.2132749 50.0035496, 8.2135078 50.0036104, 8.2139242 50.0035448, 8.2140324 50.0035679, 8.2144623 50.0033535, 8.2135274 50.0031004, 8.2135004 50.003136, 8.2132059 50.0035039, 8.2131907 50.0035264, 8.2132749 50.0035496))",,,Josef-Ludwig-Platz,,,,,,park,,,,,,"[3639349857, 3639349866, 3639349856, 3639349859, 3639349848, 3639349844, 3639349846, 3639349853, 3639349854, 3639349857]",,,,,,,,,,,,,,,,,,
way,363531787,"POLYGON ((8.2175087 50.0161502, 8.2170608 50.0162846, 8.2172017 50.0163337, 8.2172431 50.0163466, 8.2172681 50.0163568, 8.2172834 50.0163622, 8.2175871 50.01656, 8.2176034 50.0165707, 8.2176277 50.0165865, 8.2176697 50.0166138, 8.2177206 50.0166103, 8.2177045 50.0165104, 8.2176697 50.0163984, 8.2175087 50.0161502))",,,,,,,,,park,,,,,,"[3676959440, 3676959443, 3676968446, 3732189244, 3676968447, 3676959442, 3676968453, 3732189242, 3676968449, 3676959445, 3676959444, 3676959441, 3676959439, 3676959440]",,,,,,,,,,,,,,,,,,
way,380533346,"POLYGON ((8.2875672 49.9912034, 8.2873552 49.9912463, 8.2871186 49.9907765, 8.2873278 49.9906963, 8.2876926 49.9906972, 8.2877211 49.9905863, 8.2887784 49.990515, 8.2888074 49.9905498, 8.288919 49.990651, 8.2890632 49.9907308, 8.2886078 49.9908767, 8.2875672 49.9912034))",,,,,,,,,park,,,,,,"[3838525658, 3838525253, 3838525255, 5356108270, 3838525660, 5356108271, 3838525669, 3838525674, 3838525254, 3838525671, 8665825590, 3838525658]",,,,,,,,,,,,,,,,,,
way,392462269,"POLYGON ((8.2327366 50.0099423, 8.23287 50.0095844, 8.2331265 50.0096239, 8.2329931 50.0099818, 8.2327366 50.0099423))",,,,,,,,,park,,,,,,"[2471545026, 3956850823, 3956850824, 3956850825, 2471545026]",,,,,,,,,,,,,,,,,,
way,411687064,"POLYGON ((8.2319838 49.9970192, 8.2315466 49.997833, 8.2311389 49.9976433, 8.2315331 49.9973062, 8.2312864 49.9971726, 8.2317421 49.9968362, 8.2341488 49.9973517, 8.234084 49.997483, 8.2350851 49.9976921, 8.2350991 49.9976647, 8.235127 49.9976101, 8.2356628 49.9977279, 8.2357222 49.9977409, 8.2355608 49.9981008, 8.236138 49.9981867, 8.2364903 49.9982845, 8.2364147 49.9984554, 8.2366352 49.9985483, 8.236758 49.9986933, 8.2362135 49.9988692, 8.2359914 49.9985733, 8.233727 49.9975559, 8.2336709 49.9976088, 8.2326847 49.9971841, 8.2325417 49.9973088, 8.2319838 49.9970192))",,,,,,24/7,,,park,,,,,,"[4133111930, 4133111929, 4133111910, 4133111917, 4133111916, 4133111908, 4133111927, 4133111919, 4133111914, 10801780919, 4133111925, 10801780923, 4133111922, 4133111931, 10801780915, 4133111923, 4133111918, 4133111909, 4133111913, 4133111928, 4133111921, 4133111920, 4133111912, 4133111907, 4133111915, 4133111930]",,,,,,,,yes,,,,,,Grünstreifen,,,,
way,413355708,"POLYGON ((8.2568523 49.9913256, 8.2571288 49.9910645, 8.2565812 49.9908154, 8.2564772 49.9907614, 8.256234 49.9909788, 8.2562142 49.990998, 8.2561719 49.9910356, 8.2562554 49.9910732, 8.2562938 49.9910379, 8.2566945 49.9912184, 8.2566681 49.9912426, 8.2568523 49.9913256))",,,,,,,,,park,,,,,,"[4146886090, 4146886099, 5461589086, 4146886101, 4146886107, 4146886106, 4146886103, 5461589084, 5461589085, 4146886095, 4146886096, 4146886090]",,,,,,,,,,,,,,,,,,
way,459422799,"POLYGON ((8.2305839 50.0109464, 8.2306596 50.0107344, 8.2318475 50.0109202, 8.2317688 50.0111296, 8.2305839 50.0109464))",,,,,,,,,park,,,,,,"[4552743915, 4552743914, 4552743913, 4552743912, 4552743915]",,,,,,,,,,,,,,,,,,
way,464867688,"POLYGON ((8.2670793 49.9582091, 8.2670303 49.9585522, 8.2669906 49.9586436, 8.2669972 49.958737, 8.267029 49.9588194, 8.2671025 49.9589356, 8.2671352 49.9590706, 8.2671153 49.9591062, 8.2670646 49.9591477, 8.2670185 49.9591606, 8.2667869 49.9591715, 8.265261 49.9592577, 8.2652151 49.959254, 8.2651802 49.9592422, 8.2651552 49.9592285, 8.2649517 49.9589301, 8.2648134 49.9587888, 8.264664 49.9586712, 8.2645224 49.9585615, 8.2643624 49.9584802, 8.2640054 49.958332, 8.2639855 49.9583096, 8.2639855 49.9582756, 8.2640336 49.9580809, 8.2640525 49.95795, 8.2644492 49.9579839, 8.2670793 49.9582091))",,,,,,,,,park,,,,,,"[674994489, 4599298761, 4599298784, 4599298762, 4599298783, 4599298782, 4599298763, 4599298781, 4599298778, 4599298764, 4599298765, 4599298769, 674994436, 4599298766, 4599298770, 4599298759, 4599298760, 674994435, 4599298758, 4599298757, 674994434, 4599298767, 4599298768, 804359062, 804359045, 804359034, 674994489]",,,,,,,,,,,,,,,,,,
way,486130147,"POLYGON ((8.2306523 50.0201943, 8.2301804 50.0198025, 8.2303305 50.0197907, 8.2304965 50.0199178, 8.230601 50.0198617, 8.2307289 50.0199532, 8.2310687 50.0197669, 8.2312467 50.019903, 8.2306523 50.0201943))",,,,,,,,,park,,,,,,"[4788385823, 4788385824, 4788385826, 4788385827, 4788385828, 4788385829, 4788385830, 4788385831, 4788385823]",,,,,,,,,,,,,,,,,,
way,497742093,"POLYGON ((8.2304198 50.0106937, 8.2306231 50.0107419, 8.2305764 50.0108718, 8.230589 50.0108736, 8.2305852 50.010886, 8.2305719 50.0108846, 8.2305571 50.010926, 8.2303427 50.010913, 8.2304198 50.0106937))",,,,,,,,,park,,,,,,"[4892617434, 4892617433, 9545105154, 9545105156, 9545105157, 9545105155, 4892617432, 4892617431, 4892617434]",,,,,,,,,,,,,,,,,,
way,502071093,"POLYGON ((8.281562 49.997319, 8.2813656 49.9972405, 8.2813178 49.9972234, 8.2806385 49.9978994, 8.2805093 49.9980338, 8.2797315 49.9988268, 8.2787663 49.9998102, 8.2789626 49.9998574, 8.2790268 49.9998833, 8.2791956 49.9997139, 8.2792144 49.9997223, 8.2792523 49.999713, 8.2792824 49.9996987, 8.2793251 49.999678, 8.2793581 49.9996539, 8.2793998 49.9996236, 8.2794546 49.9995733, 8.2798734 49.9991494, 8.2799008 49.9991247, 8.280094 49.9989298, 8.2800886 49.9989277, 8.2807976 49.998202, 8.2808103 49.9982069, 8.2810065 49.997998, 8.2810342 49.9979649, 8.2817274 49.9972606, 8.2816895 49.9972448, 8.2816454 49.9972293, 8.2816146 49.9972626, 8.281586 49.9972918, 8.281562 49.997319))",,,,,,,,,park,,,,,,"[1844388336, 1844388327, 4926595819, 504621353, 504621352, 504621357, 4926595820, 1844322134, 1619472147, 1619472141, 1619472144, 1619472139, 1619472138, 1619472130, 1619472127, 1619472124, 1619472105, 1619472100, 1619472097, 1619472082, 1619472080, 1619472056, 1619472059, 1619472048, 1619472043, 1619472032, 1619472030, 4926607021, 1619472033, 1844388335, 1844388336]",,,,,,,,,,,,,,,,,,
way,508678481,"POLYGON ((8.2147546 50.0039525, 8.2146621 50.0040784, 8.2148123 50.0041637, 8.2150631 50.0042404, 8.2153434 50.0043025, 8.2155673 50.0043206, 8.2156156 50.0043102, 8.2156451 50.0042887, 8.2156612 50.0042602, 8.2156572 50.0042344, 8.2156397 50.0042102, 8.2156035 50.0041878, 8.2153943 50.0041016, 8.2151569 50.0040223, 8.214941 50.0039732, 8.2147546 50.0039525))",,,,,,,,,park,,,,,,"[4979361324, 4979361323, 4979361322, 4979361321, 4979361120, 4979361119, 4979361118, 4979361117, 4979361116, 4979361115, 4979361114, 4979361113, 4979361112, 4979361111, 4979361110, 4979361324]",,,,,,,,,,,,,,,,,,
way,537480355,"POLYGON ((8.1739762 49.9864782, 8.1740393 49.9865037, 8.1741462 49.9865454, 8.1742878 49.986413, 8.174293 49.9863605, 8.1741534 49.9863599, 8.1741337 49.9863607, 8.174116 49.9863618, 8.1740944 49.9863618, 8.1739762 49.9864782))",,,,,,,,,park,,,,,,"[5204667359, 5204667362, 5204667348, 5204667347, 5204667346, 8865756655, 5204667364, 8865756656, 3847917530, 5204667359]",,,,,,,,,,,,,,,,,,
way,561865685,"POLYGON ((8.2641311 49.9941295, 8.263439 49.9940637, 8.2633999 49.9942622, 8.2633096 49.9946817, 8.2642398 49.99473, 8.2643374 49.9944584, 8.2640561 49.994425, 8.2641311 49.9941295))",,,,,,,,,park,,,,,,"[5417199798, 5417199799, 5411686789, 5411673289, 267037258, 267037257, 2490674194, 5417199798]",yahoo sat,,,,,,,,,,,,,,,,,
way,562747842,"POLYGON ((8.2689838 49.9997144, 8.2688057 49.9995588, 8.2689538 49.9994882, 8.2689296 49.999463, 8.2690065 49.9994004, 8.2689984 49.9993941, 8.2690359 49.9993762, 8.2690433 49.9993816, 8.2692861 49.9995869, 8.2689838 49.9997144))",,,,,,,,,park,,,,,,"[5863391037, 5424621836, 5424621837, 5863391041, 5863391040, 1368677260, 1368677257, 5863391035, 263684616, 5863391037]",,,,,,,,,,,,,,,,,,
way,573417876,"POLYGON ((8.2523405 50.0090316, 8.2522354 50.0089567, 8.2526478 50.0086126, 8.2530345 50.0082774, 8.2532972 50.0084719, 8.2532004 50.0085282, 8.2528543 50.0087294, 8.2523405 50.0090316))",,,Peter-Cornelius-Platz,,,,,,park,,,,,,"[5507354470, 5507354469, 255380381, 255380382, 255380383, 5530976807, 255380380, 5507354470]",,,Q57257,de:Peter Cornelius (Komponist),Q1494109,de:Peter-Cornelius-Platz,,,,,,,,,,,,
way,575094051,"POLYGON ((8.2720163 50.0010535, 8.2720316 50.0009796, 8.2721978 50.0009922, 8.272221 50.0010107, 8.2722349 50.0010025, 8.2722188 50.0009899, 8.2724371 50.000998, 8.272576 50.001004, 8.2725928 50.0010036, 8.2726107 50.0010031, 8.2726091 50.0010166, 8.2728641 50.0010259, 8.273025 50.0010187, 8.2730239 50.0010557, 8.2730228 50.0010907, 8.2727723 50.001093, 8.2727822 50.0014622, 8.272286 50.0014539, 8.2723234 50.0013269, 8.2722706 50.0012985, 8.2721887 50.0012636, 8.2721184 50.0012404, 8.2720919 50.0012317, 8.2719814 50.0012127, 8.2720163 50.0010535))",,,,,permissive,,,,park,,,,,,"[1782392360, 5519035879, 6175354794, 6175354793, 6175354792, 5519035880, 1782392351, 1782392352, 1782392348, 5519035884, 1782392353, 1782392345, 5519035885, 3982557088, 5519035886, 3982542484, 1782392399, 1782392396, 1782392381, 6780513508, 6780513507, 6780513536, 6780513537, 6780513506, 1782392360]",,,,,,,,,,,,,,,,,,
way,577317304,"POLYGON ((8.2404118 49.9909578, 8.2404354 49.9909143, 8.2404603 49.9908684, 8.2405021 49.990791, 8.2406577 49.9908249, 8.2409118 49.9908804, 8.2410312 49.9909064, 8.2412533 49.9909549, 8.2413311 49.9909719, 8.2415302 49.991019, 8.2415462 49.9910129, 8.2424034 49.9912082, 8.2423538 49.9913041, 8.2423001 49.9913998, 8.2418961 49.9912889, 8.2416985 49.991247, 8.2413519 49.9911722, 8.2410687 49.9911076, 8.2404118 49.9909578))",,,Rabatten,,,,,,park,,,,,,"[447754738, 6215845502, 5532618437, 5532618451, 6215845340, 5556940483, 6911902291, 6215844571, 5556940482, 5556940481, 6215845527, 5532618461, 5556940480, 5532581777, 5556940479, 5556940478, 5556940477, 6215844583, 447754738]",,,,,,,,,,,,,,,,,,
way,577391618,"POLYGON ((8.242209 49.9917839, 8.2422297 49.9916944, 8.242196 49.9916073, 8.2417793 49.9915126, 8.2417609 49.9915574, 8.2418269 49.9916484, 8.2418734 49.9916846, 8.2419097 49.9917128, 8.2419232 49.9917206, 8.2420079 49.9917697, 8.2421079 49.9917922, 8.242209 49.9917839))",,,Orient,,,,,,park,,,,,,"[5545711578, 5556888889, 5535321289, 5535321277, 5545711567, 5535321279, 5556918192, 5556918193, 5545711568, 5545711577, 5556888891, 5545711578]",,,,,,,,,,,,,,,,,,
way,586378683,"POLYGON ((8.2320268 49.991954, 8.2330888 49.9921762, 8.2331123 49.9921298, 8.233221 49.991915, 8.2331646 49.9918317, 8.2332621 49.9917984, 8.2332762 49.9917812, 8.2332432 49.9917357, 8.2332654 49.9916992, 8.2333476 49.9916736, 8.2333517 49.9916504, 8.2322927 49.9914288, 8.2320268 49.991954))",,,,,,,,,park,,,,,,"[5602628296, 5602628297, 8656204583, 5602628637, 5602628636, 5602628638, 5602628639, 5602628641, 5602628640, 5602628642, 5602628298, 5602628299, 5602628296]",,,,,,,,,,,,,,,,,,
way,603133477,"POLYGON ((8.2315359 49.9923761, 8.2316031 49.9922394, 8.2327519 49.9924728, 8.2326847 49.9926096, 8.2315359 49.9923761))",,,,,,,,,park,,,,,,"[5700036485, 5726631396, 5726631395, 5726631394, 5700036485]",,,,,,,,,,,,,,,,,,
way,617967468,"POLYGON ((8.2192225 50.0046658, 8.2204302 50.0049326, 8.2205294 50.0047343, 8.2199682 50.0045964, 8.2198904 50.0047257, 8.2193056 50.0045874, 8.2192225 50.0046658))",,,,,,,,,park,,,,,,"[5841361021, 5841361020, 5841361019, 5841361018, 5841361017, 5841361016, 5841361021]",,,,,,,,,,,,,,,,,,
way,654178253,"POLYGON ((8.1756287 49.9903783, 8.1755959 49.990354, 8.1755784 49.9903499, 8.1755875 49.9903337, 8.1756068 49.9902989, 8.175644 49.9903015, 8.1756909 49.9903005, 8.1757181 49.9902955, 8.1757472 49.9902902, 8.1757842 49.9902726, 8.1758156 49.9902528, 8.175821 49.9902569, 8.1757415 49.9903922, 8.1756914 49.9904625, 8.1756589 49.9904956, 8.1756208 49.9905214, 8.1755836 49.99054, 8.1755338 49.9905565, 8.1754884 49.9905647, 8.1754414 49.9905679, 8.1754156 49.9905622, 8.1753114 49.9905394, 8.17521 49.9905127, 8.1751819 49.9904992, 8.1751646 49.990485, 8.1751711 49.9904744, 8.1752099 49.9904658, 8.1752489 49.9904645, 8.1752969 49.9904548, 8.1753224 49.9904448, 8.1753506 49.9904379, 8.1754253 49.9904305, 8.1754677 49.9904306, 8.1755111 49.9904329, 8.1755424 49.990425, 8.1755526 49.9904067, 8.17557 49.9904107, 8.1756131 49.9904069, 8.1756287 49.9903783))",,,,,,,,,park,,,,,,"[7242443075, 3399926884, 3399926883, 3399926880, 7242443690, 7242443691, 8904695124, 9009936797, 6130209227, 8904695125, 8904695126, 8904695127, 8904695128, 8904695129, 8904695130, 7242443084, 7242443685, 6130209229, 7242443686, 6130209230, 9009936798, 8904695131, 6130209231, 8904695132, 6130209232, 8904695133, 8904695134, 8904695135, 8904695136, 8904695137, 6130209234, 6130209235, 6130209236, 6130209237, 3399926887, 3399926886, 3399926885, 7242443076, 7242443075]",,,,,,,,,,,,,,,,,,
way,654178255,"POLYGON ((8.151257 49.972286, 8.1512683 49.9722711, 8.151287 49.972259, 8.1513096 49.9722491, 8.1513351 49.9722402, 8.1513671 49.9722352, 8.1513976 49.9722359, 8.1514518 49.9722456, 8.1516458 49.97229, 8.1516934 49.972304, 8.1517243 49.9723247, 8.1517451 49.9723461, 8.1517613 49.9723689, 8.1517518 49.9723978, 8.1516491 49.9725525, 8.1515231 49.9725237, 8.1513199 49.972441, 8.1513294 49.9724138, 8.1513845 49.9723155, 8.151257 49.972286))",,,,,,,,,park,,,,,,"[6130209244, 9034164043, 9034164035, 9034164042, 6130209245, 9034164041, 9034164036, 6130209246, 9034164037, 6130209247, 9034164038, 9034164039, 6130209248, 9034164040, 6130209249, 6130209250, 9034164044, 2385101126, 2385101119, 6130209244]",,,,,,,,,,,,,,,,,,
