element_type,osmid,geometry,natural,barrier,name,wheelchair,access,opening_hours,operator,website,leisure,addr:city,addr:housenumber,addr:postcode,addr:street,operator:type,nodes,source,source:position,name:etymology:wikidata,name:etymology:wikipedia,wikidata,wikipedia,landuse,dog,lit,surface,leaf_type,place,note,loc_name,start_date,fixme,ways,type
way,656342269,"POLYGON ((8.2718981 49.9973238, 8.2718908 49.9972846, 8.2718965 49.9972832, 8.2718976 49.9972615, 8.2718948 49.997208, 8.2718932 49.997178, 8.2718913 49.9971439, 8.2718836 49.9970867, 8.2719582 49.9970601, 8.2719884 49.9970505, 8.2721575 49.9970713, 8.2722935 49.9970938, 8.2723272 49.9971081, 8.2723833 49.9970882, 8.27245 49.9970602, 8.2725239 49.9970392, 8.2725794 49.9970294, 8.2726252 49.9970237, 8.2727415 49.997023, 8.2727654 49.9970254, 8.2729444 49.9970974, 8.2728302 49.9971688, 8.2729867 49.9972477, 8.2727762 49.9974, 8.2718981 49.9973238))",,,,,private,,,,park,,,,,,"[2121656182, 1620923690, 2121682040, 1620923689, 2121682036, 1620923664, 2121682032, 6148455914, 2121682023, 2121682022, 6148441434, 2121682028, 2121682031, 2121682030, 6148455915, 2121682018, 2121682017, 2121682016, 2121682014, 2121682015, 6148455916, 6148455917, 6148455918, 6148455919, 2121656182]",,,,,,,,,,,,,,,,,,
way,659403906,"POLYGON ((8.1729278 49.9930836, 8.1724058 49.9932415, 8.1720684 49.9933544, 8.1719784 49.9934053, 8.1718974 49.9934648, 8.1718525 49.9935138, 8.1718208 49.9935688, 8.1718094 49.9936006, 8.1718032 49.993641, 8.171813 49.9937251, 8.1718387 49.9938081, 8.1718838 49.9938656, 8.1719336 49.9939193, 8.1720316 49.9940059, 8.1720515 49.9940095, 8.1720714 49.9940079, 8.1720879 49.9940003, 8.1720975 49.9939892, 8.172145 49.99392, 8.17214 49.9939039, 8.1721323 49.9938928, 8.1723556 49.9935423, 8.1724812 49.9933712, 8.1725185 49.993334, 8.1725424 49.9933181, 8.1727888 49.9931879, 8.1728975 49.9931282, 8.1729791 49.9930788, 8.172979 49.9930735, 8.1729714 49.993072, 8.1729535 49.9930761, 8.1729278 49.9930836))",,,Königsborn,,,,,,park,,,,,,"[6173713808, 6173713809, 6173713810, 8904778038, 6173713811, 8904778036, 6173713812, 8904778035, 6173713813, 8904778034, 6173713814, 8904778033, 6173713815, 6173713816, 8904778030, 6173713817, 8904778031, 6173713818, 6173713819, 8904778032, 6173713820, 6173713821, 8904778029, 8904778028, 6173713822, 8904778026, 8904778027, 8904778025, 8904778024, 8904778023, 8904778022, 6173713808]",,,,,,,,,,,,,,,,,,
way,688440078,"POLYGON ((8.2316002 50.002933, 8.2317567 50.0027389, 8.2314154 50.0025536, 8.2312112 50.0027821, 8.2316002 50.002933))",,,,,,,,,park,,,,,,"[1157457827, 1162195619, 1157457829, 6454332899, 1157457827]",,,,,,,,,,,,,,,,,,
way,695940263,"POLYGON ((8.2671535 50.0075725, 8.2671728 50.0075759, 8.2671775 50.0076296, 8.2671651 50.0076813, 8.2671374 50.0077384, 8.267082 50.0077893, 8.2670109 50.0078274, 8.2669417 50.0078515, 8.2668645 50.007868, 8.2667578 50.0078706, 8.2666668 50.0078579, 8.266566 50.0078198, 8.2665657 50.0078082, 8.266774 50.0077253, 8.2667347 50.0076845, 8.266893 50.0076215, 8.2669312 50.007661, 8.2671535 50.0075725))",,,,,,,,,park,,,,,,"[2251235859, 5330001564, 5330001563, 5330001562, 5330001561, 5330001560, 5330001559, 5330001558, 5330001557, 5330001556, 5330001555, 5330001554, 2251235879, 2251235876, 2251235874, 2251235863, 2251235870, 2251235859]",,,,,,,,,,,,,,,,,,
way,721029577,"POLYGON ((8.2779579 49.9668143, 8.2786037 49.966433, 8.2786372 49.9664242, 8.2786569 49.9664292, 8.2786668 49.9664444, 8.2786569 49.9664571, 8.2783045 49.966756, 8.2782277 49.966832, 8.2781745 49.9669168, 8.2779579 49.9668143))",,,,,,,,,park,,,,,,"[6765182256, 6765182257, 6765182258, 6765182259, 6765182260, 6765182261, 6765182262, 6765182263, 6765182264, 6765182256]",,,,,,,,,,,,,,,,,,
way,721558270,"POLYGON ((8.2613668 50.0109049, 8.2616082 50.0107851, 8.2612031 50.0107359, 8.2611736 50.0107567, 8.2613668 50.0109049))",,,,,,,,,park,,,,,,"[6768948885, 6768948886, 6768948888, 6768948887, 6768948885]",,,,,,,,,,,,,,,,,,
way,722883432,"POLYGON ((8.2721688 50.0015308, 8.2722156 50.0015799, 8.272213 50.0016255, 8.2722529 50.0016747, 8.2726462 50.0017697, 8.2728678 50.0017526, 8.2728297 50.0015193, 8.2727851 50.0015163, 8.2727823 50.0014987, 8.2722749 50.0014896, 8.2722663 50.0015083, 8.2721813 50.001503, 8.2721688 50.0015308))",,,,,private,,,,park,,,,,,"[6780552130, 6780552131, 1156200608, 1156200624, 1156200527, 1156200506, 3982542490, 1156200524, 1782392409, 1782392405, 5251221874, 1782392404, 6780552130]",,,,,,,,,,,,,,,,,,
way,755647117,"POLYGON ((8.1676209 49.9874598, 8.1676448 49.9874625, 8.1676675 49.9874704, 8.167679 49.9874785, 8.1676694 49.9874925, 8.1675233 49.9876816, 8.1673548 49.9875422, 8.1676209 49.9874598))",,,,,,,,,park,,,,,,"[7058156539, 8857526672, 8857526673, 7190391217, 7058156540, 7058156541, 7058156542, 7058156539]",,,,,,,,,,,,,,,,,,
way,779554924,"POLYGON ((8.2603152 49.9868537, 8.2601864 49.9869142, 8.2596155 49.9863842, 8.2597415 49.986334, 8.2603152 49.9868537))",,,,,,,,,park,,,,,,"[7279509282, 7279509283, 7279509284, 7279509285, 7279509282]",,,,,,,,,,,,,,,,,,
way,779835281,"POLYGON ((8.2529234 49.9857071, 8.2529452 49.9856553, 8.2529977 49.9856034, 8.2532179 49.9858076, 8.2533345 49.9859179, 8.2533831 49.9859731, 8.2534804 49.9859665, 8.25362 49.9862423, 8.2536136 49.9863609, 8.2535662 49.9863831, 8.2536187 49.9864235, 8.2535648 49.9864886, 8.2534952 49.9864212, 8.2534305 49.9863376, 8.2533804 49.9862384, 8.2534343 49.9862333, 8.2533485 49.9860982, 8.253314 49.9859525, 8.2530489 49.9857549, 8.2529234 49.9857071))",,,,,,,,,park,,,,,,"[7281787168, 7281787169, 7281787170, 7281787171, 7281787172, 7281787173, 7281787174, 7281787175, 7281787176, 7281787177, 7281787178, 7281787179, 4566447155, 8553963979, 4611428135, 7281787180, 7281787181, 7281787182, 7281787183, 7281787168]",,,,,,,meadow,,,,,,,,,,,
way,819312898,"POLYGON ((8.2776412 49.9979865, 8.2774455 49.9979139, 8.2776342 49.9976857, 8.2778167 49.9977359, 8.2776412 49.9979865))",,,,,,,,,park,,,,,,"[7651241156, 7651241157, 1764636024, 7651241158, 7651241156]",https://www.allgemeine-zeitung.de/lokales/mainz/nachrichten-mainz/aus-schandfleck-in-mainz-wird-ein-schmuckstuck_21852183,,,,,,,,,,,,,,,grobe Skizze nach Bild in AZ,,
way,925750138,"POLYGON ((8.2349802 49.9924954, 8.2349446 49.9924883, 8.2349089 49.9924811, 8.2346407 49.9924255, 8.2346146 49.9924205, 8.234595 49.9924112, 8.2345916 49.9924088, 8.2345784 49.9923992, 8.2345623 49.9923842, 8.2345561 49.9923719, 8.2345587 49.9923562, 8.2345663 49.9923393, 8.2345832 49.9923424, 8.2346049 49.9922961, 8.2345904 49.9922922, 8.2346079 49.9922614, 8.234746 49.991979, 8.2347618 49.9919823, 8.2348006 49.9919905, 8.2348333 49.9919228, 8.2347967 49.9919149, 8.234781 49.9919115, 8.2348092 49.9918532, 8.2348333 49.9918036, 8.2348373 49.991798, 8.2348462 49.9917853, 8.2348649 49.991769, 8.2349029 49.9917554, 8.2349281 49.9917549, 8.2349395 49.9917546, 8.234981 49.9917593, 8.2350048 49.991764, 8.2350201 49.9917672, 8.2356795 49.9919058, 8.2356943 49.9919089, 8.2357965 49.9919304, 8.2357907 49.9919419, 8.2356122 49.9922975, 8.2358466 49.9923486, 8.2358235 49.9924102, 8.2357163 49.9926315, 8.235693 49.9926446, 8.2349802 49.9924954))",,,Campusgarten an der Johannes Gutenberg-Universität Mainz,,,,,,park,,,,,,"[9802349985, 9802349936, 9802349986, 9802349987, 8591411883, 9802370038, 9802349935, 9802370037, 9802370036, 9802370035, 9802349933, 9803522300, 9803522302, 9803522303, 9803522304, 9802350001, 9802370033, 9802376502, 9802370032, 9802370031, 9802376501, 9802370030, 9802370021, 9802370029, 9802350014, 9802370028, 9802370027, 8591411884, 9802350015, 9802370026, 9802370025, 9802370024, 9802381624, 9802376515, 9802376514, 1735380484, 9802376512, 9802376511, 9802436225, 9802376508, 9802376507, 9802436224, 9802349985]",,,,,,,,,,,,,,,2022,,,
way,938275902,"POLYGON ((8.2115631 50.0186266, 8.2115841 50.0186342, 8.2116476 50.0185733, 8.2116557 50.0185655, 8.2116688 50.018553, 8.211738 50.0184867, 8.2115744 50.0184116, 8.2114559 50.018438, 8.2114345 50.0184597, 8.2114238 50.0184706, 8.2114156 50.0184789, 8.2113528 50.0185426, 8.211429 50.0185717, 8.2114477 50.0185794, 8.2114848 50.0185946, 8.2115631 50.0186266))",,,,,,,,,park,,,,,,"[2329861537, 8692454950, 9656327486, 9656327506, 9656327498, 8692454949, 8692454948, 8692454947, 9656327505, 9656327507, 9656327497, 8692454946, 2329861534, 9656327492, 9656327491, 2329861537]",,,,,,,,,,compacted,,,,,,,,
way,957203555,"POLYGON ((8.1784467 49.9893285, 8.1787496 49.9892128, 8.1787968 49.9894803, 8.1788173 49.989478, 8.1788561 49.98971, 8.1788151 49.9897172, 8.1787563 49.9896281, 8.1786975 49.9895537, 8.1786262 49.9894821, 8.1785309 49.9893961, 8.1784467 49.9893285))",,,,,,,,,park,,,,,,"[8857510425, 8857510426, 8857510427, 8857510428, 8857510429, 8857510430, 8857510431, 8857510432, 8857510433, 8857510434, 8857510425]",,,,,,,,,,,,,,,,,,
way,957203556,"POLYGON ((8.1782123 49.9894138, 8.1783852 49.989351, 8.1785864 49.989526, 8.1785751 49.989529, 8.178448 49.9894955, 8.1784527 49.9894772, 8.1782123 49.9894138))",,,,,,,,,park,,,,,,"[8857510435, 4816620018, 4816620017, 8857510436, 8857510437, 8857510438, 8857510435]",,,,,,,,,,,,,,,,,,
way,957203557,"POLYGON ((8.1780699 49.9893762, 8.1781602 49.9894012, 8.1783762 49.9893182, 8.1783353 49.9892867, 8.1783046 49.9892568, 8.1782808 49.9892244, 8.1782682 49.9891962, 8.1782591 49.9891666, 8.1782612 49.9891371, 8.1782728 49.9891102, 8.1782924 49.9890813, 8.1783096 49.9890579, 8.1782988 49.9890552, 8.1782612 49.9890456, 8.1780699 49.9893762))",,,,,,,,,park,,,,,,"[8857510439, 8857510440, 8857510441, 8857510442, 8857510443, 8857510444, 8857510445, 8857510446, 8857510447, 8857510448, 8857510449, 8857510450, 8857560951, 8857510451, 8857510439]",,,,,,,,,,,,,,,,,,
way,961590239,"POLYGON ((8.260849 49.9875185, 8.2609684 49.9874581, 8.261195 49.9876685, 8.2610757 49.9877237, 8.260849 49.9875185))",,,,,,,,,park,,,,,,"[8894921211, 8894921212, 8894921213, 8894921214, 8894921211]",,,,,,,,,,,,,,,,,,
way,961590241,"POLYGON ((8.2608933 49.9873917, 8.2607659 49.9874573, 8.2602589 49.9869796, 8.2603944 49.9869192, 8.2608933 49.9873917))",,,,,,,,,park,,,,,,"[8894956519, 8894956520, 8894956521, 8894956522, 8894956519]",,,,,,,,,,,,,,,,,,
way,972481407,"POLYGON ((8.2739971 49.9724429, 8.2738275 49.9723684, 8.273694 49.9723167, 8.2735591 49.9722797, 8.2734123 49.9722693, 8.2732987 49.9722774, 8.2727655 49.9724111, 8.2725406 49.9724429, 8.2723245 49.972432, 8.2720333 49.972394, 8.2717029 49.9723414, 8.2715576 49.9723006, 8.2715163 49.9722807, 8.2713887 49.9723542, 8.2715001 49.9728233, 8.2715089 49.9728674, 8.2716004 49.9728807, 8.2720222 49.9729954, 8.2721579 49.9730125, 8.2723998 49.9730448, 8.2725266 49.9730581, 8.2726254 49.9730514, 8.2727611 49.9730305, 8.2728732 49.973003, 8.2729838 49.9729689, 8.2730841 49.97293, 8.2731903 49.9728712, 8.2732744 49.9728086, 8.2733747 49.972726, 8.2734956 49.9725686, 8.2735532 49.9724528, 8.2735959 49.9723817, 8.2739971 49.9724429))",,,Klara-Schapiro-Anlage,,,,,,park,,,,,,"[9000629194, 9000629193, 9000629192, 9000629191, 9000629190, 9000629189, 9000629188, 9000629187, 9000629186, 9000629185, 9000629184, 9000629183, 9000629182, 9000629181, 9000629180, 9000629179, 9000629178, 9000629177, 9000629176, 9000629175, 9000629174, 9000629173, 9000629172, 9000629171, 9000629170, 9000629169, 9000629168, 9000629167, 9000629166, 9000629165, 9000629164, 9000629163, 9000629194]",,,,,,,,,,,,,,,,,,
way,1031261756,"POLYGON ((8.2326799 50.0101102, 8.2327307 50.0099735, 8.2329758 50.0100111, 8.2329251 50.0101478, 8.2326799 50.0101102))",,,,,,,,,park,,,,,,"[9504967235, 9504967236, 9504967237, 9504967238, 9504967235]",,,,,,,,,,,,,,,,,,
way,1109980750,"POLYGON ((8.2320206 50.0083729, 8.2319834 50.0083652, 8.2319641 50.0083548, 8.2319526 50.00834, 8.2319472 50.0083281, 8.2319488 50.0083206, 8.2319834 50.0083258, 8.232005 50.0082651, 8.231972 50.0082599, 8.2319895 50.0082489, 8.2320088 50.0082419, 8.2320311 50.0082375, 8.2320535 50.0082382, 8.2320743 50.0082424, 8.2320935 50.0082499, 8.2322276 50.0083682, 8.2322345 50.0083796, 8.2322291 50.0083895, 8.2322145 50.0083984, 8.2321914 50.0083999, 8.2321756 50.0083982, 8.2321828 50.00838, 8.2320278 50.0083547, 8.2320206 50.0083729))",,,,,,,,,park,,,,,,"[10154495472, 10154495473, 10154495474, 10154495475, 10154495476, 10154495477, 10154495478, 10154495479, 10154495480, 10154495481, 10154495482, 10154495483, 10154495494, 10154495484, 10154495485, 10154495486, 10154495487, 10154495488, 10154495489, 10154495490, 10154495491, 10154495492, 10154495493, 10154495472]",,,,,,,,,,,,,,,,,,
way,1165232686,"POLYGON ((8.2198035 50.0226282, 8.2199636 50.0226552, 8.2201025 50.0226822, 8.2201135 50.0227095, 8.2201087 50.0227387, 8.220095 50.0227708, 8.2200683 50.0227992, 8.220035 50.0228162, 8.2199795 50.022839, 8.2198395 50.0228754, 8.2197839 50.0227928, 8.2197749 50.0227209, 8.2198035 50.0226282))",,,,,,,,,park,,,,,,"[10838121044, 3573175625, 3573175626, 3573175628, 10838121048, 6536925652, 3573175629, 7310412774, 3573175632, 10838121045, 10838121047, 10838121046, 10838121044]",,,,,,,,,,,,,,,,,,
way,1171602979,"POLYGON ((8.2795344 49.9574048, 8.2799126 49.9572943, 8.2799462 49.9571986, 8.2801245 49.9568414, 8.2800387 49.9564712, 8.2793914 49.9567053, 8.2794233 49.9567458, 8.279133 49.9568476, 8.2791025 49.9568098, 8.2790557 49.9568267, 8.2795344 49.9574048))",,,,,,,,,park,,,,,,"[10886583945, 10886583946, 10886583947, 10886583948, 10886583949, 10901319940, 10901319943, 10901319942, 10901319941, 10886583950, 10886583945]",,,,,,,,,,,,,,,,,,
way,1174277029,"POLYGON ((8.2267254 50.019668, 8.2267719 50.0196806, 8.2268147 50.0196895, 8.2268728 50.0196965, 8.2269244 50.0196956, 8.2269708 50.0196876, 8.2270122 50.0196746, 8.2270485 50.0196578, 8.2270805 50.0196358, 8.2271168 50.0196046, 8.2271379 50.0195719, 8.2271546 50.0195378, 8.226859 50.0194767, 8.2268299 50.0195304, 8.2268321 50.0195518, 8.2268494 50.0195644, 8.2269001 50.019498, 8.227029 50.0195387, 8.2269382 50.0196575, 8.2268093 50.0196168, 8.2268009 50.0196321, 8.22679 50.0196419, 8.2267719 50.0196456, 8.2267254 50.019668))",,,,,,,,,park,,,,,,"[10911313797, 10911313798, 10911313799, 10911313800, 10911313801, 10911313802, 10911313803, 10911313804, 10911344805, 10911344806, 10911344807, 10911344808, 10911344809, 10911344810, 10911344811, 10911344812, 527879531, 527879530, 527879535, 527879534, 10911344813, 10911344814, 10911344815, 10911313797]",,,,,,,,,,,,,,,,,,
relation,532919,"POLYGON ((8.239263 50.0002049, 8.2390042 50.0007331, 8.238517 50.0017809, 8.2405854 50.0021133, 8.2407439 50.0023802, 8.2408174 50.0021943, 8.2408653 50.0020827, 8.2410824 50.0019326, 8.2412406 50.0016408, 8.241595 50.0017039, 8.2419952 50.0018833, 8.2420264 50.0015437, 8.2428853 50.0016109, 8.2429201 50.001402, 8.2421129 50.0013407, 8.2420124 50.0012472, 8.2409152 50.0011211, 8.2407162 50.0010722, 8.2408767 50.0001999, 8.2409401 50.0001179, 8.2409947 50.0000698, 8.2410623 49.9999831, 8.2413566 49.9994917, 8.2416229 49.9993969, 8.2419473 49.9993792, 8.2424691 49.9994236, 8.2429691 49.9994709, 8.2434241 49.999509, 8.2435527 49.9995238, 8.2436742 49.9995461, 8.2438985 49.9996155, 8.2441563 49.9997304, 8.2442643 49.9998138, 8.2443614 49.9998274, 8.2444074 49.9995778, 8.244726 49.9996025, 8.2447143 49.9996671, 8.2450035 49.999694, 8.2451021 49.9991311, 8.2451179 49.9990862, 8.2452969 49.9990131, 8.2455652 49.9989825, 8.2455084 49.9986601, 8.2457393 49.9984862, 8.2462614 49.998307, 8.245219 49.9984021, 8.2449898 49.9981323, 8.2442517 49.9982812, 8.2428233 49.9986391, 8.2425236 49.9989418, 8.2418817 49.99925, 8.2411462 49.9992852, 8.240333 49.9994935, 8.2393966 49.9997474, 8.239263 50.0002049), (8.2433846 49.9994114, 8.2434447 49.9988983, 8.2435219 49.99865, 8.2436335 49.9985617, 8.2437279 49.998639, 8.2436507 49.9991631, 8.2435391 49.9995052, 8.2434361 49.9994996, 8.2433846 49.9994114))",,,,,,,,,park,,,,,,"[[[1323661602, 1153618359, 1153618380, 538991776, 2063342891, 2063342888, 538991768, 538991769, 538991770, 2063342883], [2063342883, 5149839142, 5149839143, 202878775, 202878777, 538991771, 417785040, 2063342898, 9526622830, 3936213078, 538991773, 9526622829, 538991774, 1825260103, 538991775, 1825260105, 6561566470, 1153618406, 1825260080, 2063342895, 1825260063, 1153618403, 1153618365, 3936213073, 3936213097, 2028175281, 3936213075, 3936212453, 2028175285, 2028175287, 2060698331, 1808618075, 2060698341, 5476317866, 5476317879, 2060698345, 2028175290, 1153618409, 1323661659, 2060698394, 3900404510], [566474830, 566474823, 566474824, 566474825, 566474826, 566474827, 566474828, 566474829, 566474830], [1323661602, 1153618352, 1323661667, 1153618375, 1153618371, 3900404510]]]",,,,,,,forest,,,,,,,,,,"[99798895, 342903444, 43026504, 386685244]",multipolygon
relation,1205336,"POLYGON ((8.265242 50.0058773, 8.2650822 50.0059547, 8.2650045 50.0059923, 8.2649599 50.0060139, 8.2653513 50.0064247, 8.2653859 50.0064814, 8.2654218 50.0065597, 8.2654831 50.0067056, 8.2655551 50.0068585, 8.2655909 50.0069232, 8.2656016 50.0069425, 8.2657347 50.0071252, 8.2658167 50.0072117, 8.2658772 50.0071879, 8.266576 50.0069126, 8.2666311 50.0068908, 8.2665349 50.0067958, 8.2663462 50.0066421, 8.2662943 50.006605, 8.2662763 50.0065922, 8.2661961 50.0065382, 8.26604 50.0064534, 8.2659115 50.0063902, 8.2658742 50.0063718, 8.2657869 50.0063303, 8.2657113 50.0062761, 8.2652926 50.0058528, 8.265242 50.0058773), (8.2656838 50.0067333, 8.2660683 50.006576, 8.266175 50.0066842, 8.2657905 50.0068415, 8.2656838 50.0067333))",,,,,,,,,park,,,,,,"[[[261733627, 1883676836, 1883676838, 1883676840, 261733628, 261733629, 1883676895, 1883676923, 1883676943, 1883676967, 1883676973, 936583946, 261733630, 1883676981, 5330001551, 5330001568, 1883676976, 261733631, 261733632, 1883676929, 1883676927, 1883676918, 1883676885, 1883676873, 1883676871, 1883676864, 261733633, 261733627], [840789312, 840789297, 840789235, 840789254, 840789312]]]",,,,,,,,,,,,,,,,,"[24164127, 70482027]",multipolygon
relation,1711029,"POLYGON ((8.2631273 50.0084815, 8.2632267 50.0084029, 8.263361 50.0082968, 8.2634413 50.0082375, 8.2631782 50.0080335, 8.2629823 50.0078816, 8.2623817 50.0081759, 8.2629333 50.0086348, 8.2631273 50.0084815), (8.2629334 50.0085171, 8.2629158 50.0085095, 8.2629088 50.0084955, 8.2629146 50.0084842, 8.2629281 50.0084768, 8.2629507 50.0084754, 8.262968 50.0084823, 8.2629759 50.0084943, 8.2629705 50.0085081, 8.262956 50.008516, 8.2629334 50.0085171))",,,Frauenlobplatz,,,,,,park,,,,,,"[[[1693552381, 6868350815, 6868350801, 1693552365, 30696525, 6868350802, 1693552326, 261734259, 1693552381], [1398511347, 1398511345, 1398511342, 1398511340, 1398511338, 1398511339, 1398511341, 1398511343, 1398511346, 1398511348, 1398511347]]]",,,Q62702,,,,,,,,,,,,,,"[24164194, 126064200]",multipolygon
relation,9477377,"POLYGON ((8.2673457 49.9984041, 8.2672436 49.9984928, 8.2671614 49.9985614, 8.2672529 49.9986142, 8.2673146 49.9986554, 8.2674226 49.9986046, 8.2675374 49.9985419, 8.2676595 49.9984698, 8.2678286 49.9983769, 8.2678818 49.9983365, 8.2680237 49.9982299, 8.2680578 49.998203, 8.2681087 49.9981556, 8.2681162 49.9981235, 8.2681354 49.9981034, 8.2681843 49.9980442, 8.2679536 49.9979662, 8.2679021 49.9979503, 8.2678407 49.9979451, 8.2677931 49.9979489, 8.2677521 49.9979678, 8.2677116 49.9980148, 8.2674503 49.9982967, 8.2673457 49.9984041), (8.2680788 49.998016, 8.2680953 49.9980315, 8.2681031 49.9980496, 8.2681013 49.9980684, 8.2680902 49.9980858, 8.268071 49.9980999, 8.2680456 49.9981093, 8.2680166 49.998113, 8.2679874 49.9981103, 8.2679611 49.9981016, 8.2679406 49.9980879, 8.2679283 49.9980707, 8.2679253 49.9980518, 8.2679322 49.9980333, 8.267948 49.9980173, 8.2679708 49.9980056, 8.2679984 49.9979992, 8.2680276 49.9979989, 8.2680554 49.9980047, 8.2680788 49.998016), (8.2675378 49.998389, 8.2675321 49.9983823, 8.2675359 49.9983747, 8.2675311 49.9983678, 8.2675276 49.9983567, 8.26753 49.9983444, 8.2676952 49.9981632, 8.2677051 49.9981666, 8.2677063 49.9981811, 8.2677148 49.9981998, 8.2677257 49.9982108, 8.2677483 49.9982231, 8.2677728 49.9982287, 8.2678031 49.9982304, 8.2678335 49.9982232, 8.2678472 49.9982306, 8.2675993 49.9983857, 8.2675864 49.9983882, 8.2675716 49.9983879, 8.2675587 49.9983855, 8.2675513 49.9983896, 8.2675378 49.998389))",,,Schillerplatz,,,,,,park,,,,,,"[[[2130605779, 5424620476, 1425402288, 5616680316, 5616680317, 5424620479, 1425402294, 5616691323, 5389499011, 5389499010, 5389499009, 3923717884, 2446963989, 3923717886, 3923717887, 3923717888, 3923717889, 3923717891, 1425402326, 2130605788, 2130605785, 2130605783, 2130605781, 2130605779], [5327059182, 5327059183, 5327059184, 5327059185, 5327059186, 5327059187, 5327059188, 5327059189, 5327059171, 5327059172, 5327059176, 5327059177, 5327059178, 5327059179, 5327059180, 5327059181, 5327059173, 5327059174, 5327059175, 5327059182], [5389498985, 5834228691, 5834228692, 5834228693, 5834228694, 5834228695, 5389498986, 5389498987, 5389498988, 5389498989, 5834228687, 5389498990, 5389498991, 5389498992, 5389498993, 5389498994, 5389498995, 5389498996, 5834228688, 5834228689, 5834228690, 5389498985]]]",,,,,,,,,,paving_stones,,,,,,,"[29506117, 551612017, 558773871]",multipolygon
relation,12852502,"POLYGON ((8.2665435 49.992044, 8.2665449 49.9921506, 8.2665415 49.9921727, 8.2667246 49.992223, 8.2668194 49.9922966, 8.2675511 49.9924279, 8.2676541 49.9922632, 8.2678243 49.9921669, 8.2679791 49.9920836, 8.2681579 49.9920638, 8.268346 49.9921135, 8.2687128 49.9920812, 8.2688609 49.9920183, 8.2689521 49.9919836, 8.2690601 49.9920249, 8.2690424 49.9920782, 8.268926 49.9921039, 8.2691325 49.9926343, 8.2694618 49.9926703, 8.2694574 49.9926542, 8.2692228 49.9925536, 8.2692036 49.992528, 8.2692169 49.9925081, 8.2692626 49.9924882, 8.2693379 49.9924711, 8.2703575 49.99251, 8.2703339 49.9927614, 8.2705006 49.9927737, 8.2705331 49.9927633, 8.2705493 49.9927395, 8.2702188 49.9915025, 8.2701653 49.9913606, 8.2698378 49.9908093, 8.2687618 49.9911243, 8.2681588 49.9912677, 8.2677482 49.9913459, 8.2671962 49.9914248, 8.2666378 49.9914711, 8.2665444 49.9915371, 8.2665403 49.9919199, 8.2665435 49.992044), (8.2692519 49.9920399, 8.2695294 49.9921219, 8.2700434 49.9919968, 8.2700732 49.9920028, 8.2701654 49.9923296, 8.2701067 49.9923985, 8.2695173 49.9923649, 8.2694298 49.9924146, 8.2693627 49.992432, 8.2692519 49.9920399))",,,,,,,,,park,,,,,,"[[[256342321, 5370177978, 5370177979, 5370177980, 5370177981, 8837022808, 8837022812, 8837022802, 8837022806, 8837022805, 8837022804, 8837022803, 8837022800, 8837022799, 8837022798, 8837022797, 8837022796, 4728576514, 4728576515, 5371171031, 5371171030, 5371171032, 5371171033, 5371171034, 5371171037, 5371171038, 5371171039, 5371171040, 5371171042, 5371171041, 5371171043, 5371171054, 256342322, 10258022463, 10258022461, 10258022456, 10258022460, 10258022459, 10258022458, 10258022457, 256342321], [8837065704, 8837065703, 8837065702, 8837065701, 8837065700, 8837065699, 8837065698, 8837065697, 8837065696, 8837065704]]]",,,,,,,,,,,,,,,,,"[23660130, 954753679]",multipolygon
